"","ID","Term_Description","Fold_Enrichment_A","occurrence_A","support_A","lowest_p_A","highest_p_A","Up_regulated_A","Down_regulated_A","Fold_Enrichment_B","occurrence_B","support_B","lowest_p_B","highest_p_B","Up_regulated_B","Down_regulated_B","combined_p","status"
"49","GO:0007160","cell-matrix adhesion",4.10041689323908,5,0.005,0.00951134343979257,0.0487728181782394,"ECM2, ITGA1, ITGB1, ITGB1BP1, CD96, SORBS1, FERMT2, ADAMTS12","COL3A1, EMP2, FBLN5, ITGA11",3.72228205588464,7,0.005,0.0147120622247184,0.0290279071969056,"ECM2, ITGA1, ITGB1, VCL, ITGB1BP1, SORBS1, FERMT2, ADAMTS12","COL3A1, FBLN5, ITGA11",0.00138173345391293,"common"
"50","GO:0007163","establishment or maintenance of cell polarity",6.51242683043854,10,0.02,0.000375777873723128,0.0118220523434826,"DLG1, CAP2, PARVA","ACTB, CDC42BPB, PARD3",4.2995343533213,2,0.005,0.0184667685206277,0.0470853217408763,"DLG1, CAP2, PARVA","PARD3",8.93676777502921e-05,"common"
"51","GO:0007173","epidermal growth factor receptor signaling pathway",NA,NA,NA,NA,NA,NA,NA,2.28412762520194,10,0.005,0.00294339048294526,0.0115900636310752,"SOS1, BCAR3","EGFR, IQGAP1",0.00294339048294526,"B only"
"52","GO:0007179","transforming growth factor beta receptor signaling pathway",3.12262517254361,10,0.06,3.17393803238756e-05,0.00209476750882203,"ITGB1, FERMT2","COL1A2, COL3A1, FOS, SMAD3, PTK2, PXN, STAT3, TGFBR2, ZMIZ1",3.09235740027339,10,0.0225,1.65975590170358e-05,0.00315764536778798,"BMPR1A, ITGB1, TGFBR3, FERMT2","COL1A2, COL3A1, FOS, JUN, SMAD3, PTK2, TGFBR2",1.17813802667255e-08,"common"
"53","GO:0007185","cell surface receptor protein tyrosine phosphatase signaling pathway",7.38075040783034,1,0.005,0.00621416137413488,0.00621416137413488,"PTPRF","PTPRD",10.9638126009693,10,0.015,0.000709165439129822,0.0301003960273091,"PTPRF, FRS2","PTPRD",5.87538963001e-05,"common"
"54","GO:0007229","integrin-mediated signaling pathway",4.02586385881655,10,0.03,2.2711075873693e-06,0.0136577622050086,"ITGB1, ITGB1BP1, FERMT2","ABL1, CD47, COL3A1, DOCK1, FBLN1, FN1, PTK2, PTPRA, ITGA11",4.31907769129094,10,0.02,0.000581122073001457,0.0015401034817278,"ITGB1, NRP1, ITGB1BP1, FERMT2","ABL1, COL3A1, DOCK1, FBLN1, FN1, PTK2, PTPRA, ADAMTS1, ITGA11",2.83039587302005e-08,"common"
"55","GO:0007254","JNK cascade",NA,NA,NA,NA,NA,NA,NA,2.92368336025848,1,0.005,0.0339110366706941,0.0339110366706941,"MAPK10, MAP4K3, TRIB1","LRRK2",0.0339110366706941,"B only"
"56","GO:0007265","Ras protein signal transduction",4.10041689323908,4,0.005,0.0132445061953672,0.0145923708519041,"FGF2, SOS1, RRAS2, MRAS","GNB1, IGF1, NF1, KSR1",4.06067133369234,8,0.005,0.000745301004764418,0.0345034923729203,"SOS1, RRAS2, MRAS","GNB1, IGF1, NF1, PLD1, KSR1",0.000123644908750406,"common"
"57","GO:0007411","axon guidance",4.51882678030429,10,0.005,0.00937691206270582,0.0102536253828974,"SOS1, SEMA3A, USP33","FYN, GLI2, OPHN1, PTK2, KLF7, RPS6KA5, SLIT2, SEMA3C, CNTN4",4.47502555141604,9,0.005,0.0196201528571862,0.0243896967717615,"SOS1, SEMA3A, USP33","FYN, GLI2, OPHN1, PTK2, ROBO2, SLIT3, RPS6KA5, SLIT2, CNTN4",0.00176630320100894,"common"
"58","GO:0007519","skeletal muscle tissue development",3.88460547780544,8,0.005,0.0312372433114203,0.0396337402058229,"CAV1, CFLAR, MYH14","SVIL",NA,NA,NA,NA,NA,NA,NA,0.0312372433114203,"A only"
"59","GO:0007586","digestion",5.53556280587276,4,0.005,0.0201184825774237,0.0208496763841768,"AKR1C1, AKR1C2, PIR","",NA,NA,NA,NA,NA,NA,NA,0.0201184825774237,"A only"
"60","GO:0007611","learning or memory",NA,NA,NA,NA,NA,NA,NA,2.61043157165936,8,0.015,0.00535406378050909,0.0071135418084744,"MME, PTEN, PICALM","APP, EGFR",0.00535406378050909,"B only"
"61","GO:0008286","insulin receptor signaling pathway",5.63807322820373,10,0.02,9.0789722074205e-07,0.000237735829772189,"AKT2, CAV2, FOXO1, GPLD1, INSR, PDK4, BCAR3, IRS2, SORBS1","FER, IGF1R",5.58342308382696,10,0.0225,5.42788735407682e-06,0.000188332283755799,"AKT2, FOXO1, GPLD1, INSR, PDK4, BCAR3, IRS2, SORBS1","CAV2, FER, IGF1R",1.33232899740425e-10,"common"
"62","GO:0008360","regulation of cell shape",3.93640021750952,10,0.05,5.87823207835021e-06,0.00287552910889139,"ANXA1, DLG1, DMTN, DLC1, SH3KBP1, F11R, FGD4, SYNE3","LPAR1, FYN, PTK2, TPM1, EZR, EPB41L3, DNMBP, FGD5",3.16732364028002,9,0.015,0.00131074153875382,0.0321754105978136,"ANXA1, CRK, DLG1, VEGFA, DLC1, WASF3, SH3KBP1, FGD4, SYNE3","LPAR1, FYN, PTK2, FGD5",1.51642225279895e-07,"common"
"63","GO:0008380","RNA splicing",NA,NA,NA,NA,NA,NA,NA,1.76835687112408,7,0.01,0.000636968240430862,0.0468409772207521,"HNRNPC, SRSF4, PPARGC1A","FUS, NOVA1, SRSF7",0.000636968240430863,"B only"
"64","GO:0008543","fibroblast growth factor receptor signaling pathway",NA,NA,NA,NA,NA,NA,NA,3.6546042003231,8,0.005,0.0148482310035704,0.0163304783977348,"FGF8, FRS2","FGF7, FGF10, FGFR1, FLRT2",0.0148482310035704,"B only"
"65","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors",NA,NA,NA,NA,NA,NA,NA,3.6546042003231,7,0.005,0.0323306389778462,0.0366937049009256,"BCL2, SORT1, DAB2IP","DDX3X",0.0323306389778462,"B only"
"66","GO:0009083","branched-chain amino acid catabolic process",5.03232982352069,8,0.005,0.00443982574264352,0.00443982574264352,"BCKDHB, ALDH6A1, HIBCH","",NA,NA,NA,NA,NA,NA,NA,0.00443982574264352,"A only"
"67","GO:0009410","response to xenobiotic stimulus",4.31852417479435,10,0.005,0.00330308045594792,0.00391853075929844,"ADRA1A, ABCC6, BCL2, PTPRM, THBS1, BCAR3, TP53I13","CTNNB1, ABCC1, TGFBR2, SEMA3C",3.49908912796893,1,0.005,0.0307960449809815,0.0307960449809815,"ADRA1A, ABCC6, BCL2, PTPRM, BCAR3, USP47","CTNNB1, NFATC2, TGFBR2",0.00103687779406072,"common"
"68","GO:0010506","regulation of autophagy",4.2285549211528,10,0.01,0.00185389347236666,0.0403754209262292,"BOK, ITPR1, MAPT, UVRAG, USP33, DAPK2, ACER2","ABL1, IFI16, PIP4K2A, LRRK2",3.42619143780291,10,0.0125,0.00346793749654748,0.0224406903051531,"ITPR1, MAPT, UVRAG, USP33, DAPK2, ACER2","ABL1, IFI16, LRRK2",8.32879437808529e-05,"common"
"69","GO:0010508","positive regulation of autophagy",1.78566542124928,10,0.005,0.0157813906297741,0.0176071610257622,"BNIP3, FOXO1, HMGB1, PIK3CB","DCN, LRRK2",NA,NA,NA,NA,NA,NA,NA,0.0157813906297741,"A only"
"70","GO:0010595","positive regulation of endothelial cell migration",NA,NA,NA,NA,NA,NA,NA,4.80868973726724,3,0.005,0.0448716424145408,0.0486195717268242,"ANGPT1, GPI, GPLD1, PIK3CB, SPARC, VEGFA, NRP2, NRP1, ITGB1BP1, ROCK2","ABL1, PRKCA, SASH1, RIN2, SMOC2",0.0448716424145408,"B only"
"71","GO:0010629","negative regulation of gene expression",1.66066884176183,9,0.005,0.00167669034021979,0.00301651693976603,"MAPT, CD46, PC, PPARG, RBL2, PICALM, ROCK2, YAP1, SLC24A3, HAVCR2","APP, CD34, IGF1, LRP1, SMAD3, STAT3, RBMS3, MYADM",2.01003231017771,10,0.03,0.000591350159909463,0.00983869739049866,"BMPR1A, MAPT, MARK1, CD46, PC, PPARG, REST, VEGFA, PICALM, ROCK2, YAP1, CELF1, WWP2, SLC24A3, NDFIP1, CCDC3","APP, CD34, IGF1, SMAD3, KLF4, MYADM",1.46981959484532e-05,"common"
"72","GO:0010718","positive regulation of epithelial to mesenchymal transition",3.20902191644798,10,0.04,0.000202733747480122,0.000270037860959414,"TCF7L2, TWIST1, FERMT2","COL1A1, CTNNB1, SMAD3, PTK2, TGFBR2",3.57515628292477,10,0.045,0.000138313221964353,0.000783019840346558,"TCF7L2, FERMT2, RGCC","COL1A1, CTNNB1, SMAD3, PTK2, TGFBR2, WWTR1",5.1565850915788e-07,"common"
"73","GO:0010745","negative regulation of macrophage derived foam cell differentiation",9.22593800978793,10,0.005,0.00655449962921667,0.00690402894946791,"ABCA1, PPARA, PPARG, ADIPOQ, ABCA5","",9.13651050080775,10,0.005,0.00842570210628721,0.0115956070382276,"ABCA1, PPARA, PPARG, ADIPOQ, ABCA5","",0.000596668502007836,"common"
"74","GO:0010763","positive regulation of fibroblast migration",13.8389070146819,10,0.035,3.23440091804452e-07,9.73986453790063e-06,"DMTN, ITGB1, THBS1","DDR2, PRKCE, PTK2",6.85238287560582,8,0.015,0.00394767790055412,0.0283535722708546,"ITGB1","DDR2, PTK2",2.74250347851527e-08,"common"
"75","GO:0010863","positive regulation of phospholipase C activity",6.91945350734095,10,0.025,0.000597740905057599,0.00207434558912616,"","FGFR1, PDGFRA, PDGFRB",NA,NA,NA,NA,NA,NA,NA,0.000597740905057599,"A only"
"76","GO:0010881","regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion",NA,NA,NA,NA,NA,NA,NA,9.13651050080776,9,0.01,0.000623438233990031,0.0380170568991952,"ATP1A2, DMD, PRKACA","ANK2, CACNA1C, CAMK2D",0.000623438233990031,"B only"
"77","GO:0010907","positive regulation of glucose metabolic process",NA,NA,NA,NA,NA,NA,NA,7.83129471497807,1,0.005,0.0287804059656666,0.0287804059656666,"AKT2, GPLD1, IRS2","",0.0287804059656666,"B only"
"78","GO:0016050","vesicle organization",6.91945350734095,5,0.005,0.0237028721638856,0.0468110713417634,"CAV1, CAV2, SORT1","",9.13651050080776,3,0.005,0.0276551891392083,0.0420731361943741,"CAV1, SORT1","CAV2, EPS15",0.00546044291986432,"common"
"79","GO:0016322","neuron remodeling",6.15062533985862,10,0.005,0.00292441102566425,0.00329610936005265,"ANKS1A","APP, C3",NA,NA,NA,NA,NA,NA,NA,0.00292441102566425,"A only"
"80","GO:0016477","cell migration",3.27371993895701,10,0.0925,8.34823312934768e-06,0.000331477759857869,"ITGB1, PIK3CB, PTPRF, THBS1, ITGB1BP1, GPC6, USP33, SH3KBP1, LIMA1, ADAMTS12","CD44, CD47, CDH11, COL5A1, EMP2, FGFR1, LAMC1, PTK2, PXN, IQGAP1, CDC42BPB, ASAP3",2.94726145187347,10,0.105,5.03206976114519e-08,6.20011856594527e-05,"RHOA, ITGB1, PIK3CB, PTEN, PTPRF, TGFBR3, ITGB1BP1, USP33, SH3KBP1, LIMA1, ADAMTS12","CD44, CDH11, COL5A1, FGFR1, LAMC1, NFATC2, PTK2, IQGAP1, ASAP3",1.23919130406871e-11,"common"
