"","ID","Term_Description","Fold_Enrichment_A","occurrence_A","support_A","lowest_p_A","highest_p_A","Up_regulated_A","Down_regulated_A","Fold_Enrichment_B","occurrence_B","support_B","lowest_p_B","highest_p_B","Up_regulated_B","Down_regulated_B","combined_p","status"
"22","GO:0006094","gluconeogenesis",5.27667845896668,2,0.0075,0.0166991864039921,0.0170552431691265,"SLC25A12, SLC25A13","PC, PCK1, PFKFB1, PGM1",4.13829689929571,4,0.005,0.0348317957433458,0.0348317957433458,"SLC25A13","PC, PCK1, PFKFB1, PGM1, PPARGC1A",0.00491482831196896,"common"
"23","GO:0006171","cAMP biosynthetic process",11.3350870600025,10,0.00518190361122298,0.000895689886952579,0.00106829539490037,"ADCY3, ADCY9","ADCY5, ADCY6",8.8896748207093,3,0.005,0.00159337486646227,0.00159337486646227,"ADCY3, ADCY9","ADCY5, ADCY6",2.06366138532971e-05,"common"
"24","GO:0006346","DNA methylation-dependent heterochromatin formation",4.63708107000102,3,0.0050251256281407,0.0166060041486465,0.0195981045369039,"DNMT3A","MBD2",3.63668515392653,4,0.005,0.011562307395197,0.0339611776515328,"","MBD2, EHMT1",0.00183517079061229,"common"
"25","GO:0006355","regulation of DNA-templated transcription",1.49347430858141,10,0.015545710833669,7.53569001340419e-05,0.00211417569413634,"GLI2, GLI3, SMAD3, RORA, STAT3","ESR2, ESRRG, INSR, SMARCA2, SP1, ATF7, JADE1, PPARGC1B",1.80196111230594,10,0.015,2.87238133596587e-09,0.00527329608988693,"BPTF, FUS, GLI2, GLI3, SMAD3, NFATC2, RORA, RPS6KA5, ERC1","ESR2, ESRRG, INSR, RREB1, SMARCA2, SP1, PPARGC1A, ATF7, JADE1, ASCC2, PPARGC1B",6.52854812770954e-12,"common"
"26","GO:0006357","regulation of transcription by RNA polymerase II",1.24747561394049,3,0.00505050505050505,0.00984597719969928,0.0140896510262914,"CAMK2D, ELF2, FOS, RBPJ, SMAD3, STAT3","PPARG, SOS1, TRAK1",1.9566947295583,10,0.0475,3.34031896781188e-07,8.69232233421211e-05,"ATF3, CAMK2D, DDX5, ELF2, BPTF, FOS, FUS, RBPJ, JUN, SMAD3, RFX2","ATP2B4, CRK, MNAT1, PPARG, SOS1, TCF7L2, TRAK1",6.75294613220535e-08,"common"
"27","GO:0006396","RNA processing",NA,NA,NA,NA,NA,NA,NA,2.00017683465959,6,0.005,0.014378964475064,0.0478138343355335,"HNRNPU, RBM39","PABPN1, CELF2, RBPMS",0.014378964475064,"B only"
"28","GO:0006397","mRNA processing",NA,NA,NA,NA,NA,NA,NA,3.07719513024553,10,0.02,0.000205720412179486,0.00898131104137941,"HNRNPA2B1, SRSF7","PRKACA, SRSF4, CELF1, PPARGC1A",0.000205720412179486,"B only"
"29","GO:0006468","protein phosphorylation",1.8282398483875,10,0.0075630678645754,0.000977742633571895,0.013824752767596,"APP, CAMK2D, PRKG1, DCLK1, NUAK1, AKT3, LRRK2","INSR, IRAK2, LIPE, PRKCH, PKN2, MAPK10, STK38L, SIK2, DAPK2, STK39, HIPK2, SNRK, FNIP2",2.58087333504464,10,0.075,1.28573741813094e-14,1.12968228425046e-12,"APP, CAMK2D, JAK1, CDK17, PRKCA, PRKCG, PRKG1, YWHAZ, DCLK1, RPS6KA5, MAP4K4, AKT3, HIPK3, LRRK2","BCR, CDK6, INSR, IRAK2, LIPE, MARK1, MYLK, PRKACA, PRKCD, PRKCH, MAPK10, MAP2K1, SRPK2, MAP4K3, ROCK2, TRIB1, STK38L, SIK2, DAPK2, HIPK2, SNRK, FNIP2",5.01781109227549e-16,"common"
"30","GO:0006470","protein dephosphorylation",NA,NA,NA,NA,NA,NA,NA,3.29143023424996,9,0.015,0.00173048710911431,0.00361157783209445,"PPP3CA, PTPRD","PPM1B, PPP2R2A, PPP2R5A, PPP6C, PTEN, PTPN3, PTPN4, PTPN14, PTPRM, PTPRS, SSH2",0.00173048710911431,"B only"
"31","GO:0006511","ubiquitin-dependent protein catabolic process",NA,NA,NA,NA,NA,NA,NA,1.30092802254282,2,0.005,0.00134663492633658,0.00134663492633658,"SPSB1","CBL, USP33, NEDD4L, NPLOC4, CHFR, SMURF1, UBR3",0.00134663492633658,"B only"
"32","GO:0006612","protein targeting to membrane",NA,NA,NA,NA,NA,NA,NA,3.75033156498674,1,0.005,0.0388533466833341,0.0388533466833341,"PARD3","MYO1C, RABGEF1",0.0388533466833341,"B only"
"33","GO:0006635","fatty acid beta-oxidation",NA,NA,NA,NA,NA,NA,NA,5.18564364541376,9,0.005,0.00315920032924585,0.0465744822439037,"","ABCD2, EHHADH, HADHA, HADHB, HADH, ADIPOQ, ACAD10",0.00315920032924585,"B only"
"34","GO:0006897","endocytosis",5.93115020581526,10,0.0250628140703518,5.28155957063099e-06,0.000313171037080111,"AMPH, APP, DNM1, DPYSL2, LRRK2, SCARA5","SORT1, PICALM, TBC1D2B, HOOK2",4.18641663068287,10,0.0125,0.000437227761484096,0.0243540886856875,"APP, DNM1, DPYSL2, LRRK2","LDLR, SORT1, PICALM, TBC1D2B, HOOK2",4.823167765913e-08,"common"
"35","GO:0006909","phagocytosis",3.64342084071509,1,0.005,0.0147470363610787,0.0147470363610787,"AXL, LRP1","ANXA1, ITGB1",3.57174434760642,10,0.0175,0.000465566097908142,0.0183404558737922,"AXL","ANXA1, ITGB1, LDLR, CORO1C",8.84920587397642e-05,"common"
"36","GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process",NA,NA,NA,NA,NA,NA,NA,2.30789634768415,1,0.005,0.0462581172218411,0.0462581172218411,"SMAD3","HIP1, MAPT, PPARG, DLC1, ACER2",0.0462581172218411,"B only"
"37","GO:0006974","DNA damage response",1.14882639121647,8,0.00502525252525253,0.00480728929469936,0.00542186051187263,"MCL1, SAMHD1","BCL2, FOXO1, MAPT, UBE2E2, YAP1, TAOK1, MACROD2, SHPRH",1.26137277861416,8,0.005,0.00859111825933048,0.0179106000102856,"MCL1, NFATC2, SAMHD1","BCL2, FOXO1, MAPT, PRKCD, UBE2E2, YAP1, POLK, USP47, MACROD2, SHPRH, ACER2",0.000458208872303837,"common"
"38","GO:0007010","cytoskeleton organization",2.12532882375047,2,0.00503781533932288,0.00630409574201863,0.0465563617616673,"DST, DPYSL2, TPM1, FGD5","SH3KBP1, MICAL3",3.33362805776599,6,0.005,0.0246636739889166,0.0349441315826279,"DST, DPYSL2, FGD5","MARK1, SH3KBP1, MICAL3, LARP4, FMNL2, FGD4, WTIP, SH3D19, SYNE3",0.00151890206200661,"common"
"39","GO:0007030","Golgi organization",1.87529013860336,4,0.005,0.000909529212712476,0.024955227593857,"SYNE1, ARHGAP21, LRRK2","USP6NL, NPLOC4",2.05900556509076,4,0.005,0.000631159129746072,0.00128050120254129,"SYNE1, DYNC2H1, LRRK2","GOLGB1, RAB2A, USP6NL, NPLOC4",8.8235740165222e-06,"common"
"40","GO:0007155","cell adhesion",3.23049981210071,10,0.0252564102564103,1.21806284710722e-06,1.3339020952696e-05,"CD44, CDH11, COL5A1, CTNNB1, EMP2, LAMB1, LAMC1, DDR2, CXCL12, TNXB, PPFIBP1, ITGA11, CDON","ITGB1, PTPRF, PXDN, AOC3, MAGI1, FERMT2",2.40021220159151,10,0.02,1.80476975089734e-05,0.00215477907675647,"CD44, CDH11, COL5A1, CTNNB1, IGFBP7, LAMC1, DDR2, CXCL12, TNXB, PPFIBP1, CDON","ITGB1, PTPRF, VCL, PXDN, AOC3, MAGI1, FERMT2",5.61467984115407e-10,"common"
"41","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules",NA,NA,NA,NA,NA,NA,NA,2.94143652155823,1,0.005,0.031364376514062,0.031364376514062,"ROBO2, DSCAML1","ITGB1, PTPRM, TENM3",0.031364376514062,"B only"
"42","GO:0007160","cell-matrix adhesion",4.72295294166771,6,0.00511512297226583,0.0418609622667685,0.0487728181782394,"COL3A1, EMP2, FBLN5, ITGA11","ECM2, ITGB1, ITGB1BP1, SORBS1, FERMT2, ADAMTS12",3.33362805776599,4,0.005,0.0104939719647304,0.0165754447187765,"COL3A1, FBLN5","ECM2, ITGB1, VCL, ITGB1BP1, SORBS1, FERMT2, ADAMTS12",0.00383513850843664,"common"
"43","GO:0007163","establishment or maintenance of cell polarity",NA,NA,NA,NA,NA,NA,NA,4.70629843449316,2,0.0075,0.020365179775818,0.0470853217408763,"PARD3","DLG1, CAP2, PARVA",0.020365179775818,"B only"
"44","GO:0007173","epidermal growth factor receptor signaling pathway",NA,NA,NA,NA,NA,NA,NA,1.87516578249337,7,0.005,0.00163118355039338,0.00163118355039338,"EGFR","SOS1, BCAR3",0.00163118355039338,"B only"
"45","GO:0007179","transforming growth factor beta receptor signaling pathway",4.31605238053942,10,0.0407148407148407,0.000175877389000233,0.0030604366889932,"COL1A2, COL3A1, FOS, SMAD3, PTK2, STAT3, TGFBR2, ZMIZ1","ITGB1, TGFBR3, FERMT2",3.38491464327008,10,0.0275,1.65975590170358e-05,0.00242609413086409,"COL1A2, COL3A1, FOS, JUN, SMAD3, PTK2, TGFBR2","BMPR1A, ITGB1, TGFBR3, FERMT2",6.02859200053493e-08,"common"
"46","GO:0007185","cell surface receptor protein tyrosine phosphatase signaling pathway",15.3023675310034,10,0.00503781533932288,0.00195642956285175,0.014263884399654,"PTPRD","PTPRF, TRIO",16.0014146772767,10,0.025,9.42362172011467e-07,0.000110281401676551,"PTPRD","PTPRF, TRIO, FRS2",3.89225570874262e-08,"common"
"47","GO:0007219","Notch signaling pathway",NA,NA,NA,NA,NA,NA,NA,2.50022104332449,2,0.005,0.0116831251595734,0.0116831251595734,"RBPJ, ZNF423","MAML3",0.0116831251595734,"B only"
"48","GO:0007229","integrin-mediated signaling pathway",4.63708107000102,10,0.0127356020942408,0.00202674009588766,0.00324074324709947,"COL3A1, DOCK1, FBLN1, FN1, PTK2, NRP1, ITGA11","ITGB1, ITGB1BP1, FERMT2",3.27301663853388,9,0.01,0.0025528560726326,0.0194358415583894,"COL3A1, DOCK1, FBLN1, FN1, PTK2, ADAMTS1","ITGB1, ITGB1BP1, FERMT2",6.81509317609256e-05,"common"
"49","GO:0007254","JNK cascade",NA,NA,NA,NA,NA,NA,NA,3.20028293545535,3,0.005,0.0287432759994203,0.0339110366706941,"LRRK2","MAPK10, MAP4K3, TRIB1",0.0287432759994203,"B only"
"50","GO:0007259","cell surface receptor signaling pathway via JAK-STAT",1.88918117666708,2,0.00518190361122298,0.0058982109872163,0.0058982109872163,"STAT3","GHR",2.22241870517733,4,0.005,0.0430260479284547,0.0465744822439037,"JAK1","CSF2RA, GHR",0.00235480823438296,"common"
"51","GO:0007265","Ras protein signal transduction",5.66754353000125,2,0.00505102040816327,0.0020680499263071,0.00249994402145835,"IGF1, NF1, PLD1, KSR1","FGF2, SOS1, RRAS2, MRAS",NA,NA,NA,NA,NA,NA,NA,0.0020680499263071,"A only"
"52","GO:0007266","Rho protein signal transduction",3.40052611800075,1,0.00510204081632653,0.0471615276456849,0.0471615276456849,"COL1A2, ARHGEF3, LRRK2","ARHGAP29",NA,NA,NA,NA,NA,NA,NA,0.0471615276456849,"A only"
"53","GO:0007411","axon guidance",6.24586429836873,10,0.00503781533932288,0.00376062225331748,0.0042097505855388,"FYN, GLI2, OPHN1, PTK2, SLIT3, KLF7, SLIT2, CNTN4","SOS1, SEMA3A, SEMA3C, USP33",4.89839224814594,10,0.005,0.0155779066910615,0.0168492430576339,"FYN, GLI2, OPHN1, PTK2, ROBO2, SLIT3, RPS6KA5, SLIT2","SOS1, SEMA3A, SEMA3C, USP33",0.000629474523666715,"common"
"54","GO:0007611","learning or memory",NA,NA,NA,NA,NA,NA,NA,2.85739547808513,7,0.03,0.00307815888219872,0.0417121453778389,"APP, EGFR","MME, PTEN, PICALM",0.00307815888219872,"B only"
"55","GO:0008286","insulin receptor signaling pathway",5.66754353000125,10,0.0230115122972266,2.43547268107027e-05,0.000389838417301878,"IGF1R","AKT2, FOXO1, INSR, PDK4, BCAR3, IRS2, SORBS1",5.00044208664898,10,0.01,0.00011396136528176,0.000124371086168488,"IGF1R","AKT2, FOXO1, GPLD1, INSR, PDK4, BCAR3, IRS2, SORBS1",5.74595671241999e-08,"common"
"56","GO:0008360","regulation of cell shape",3.06047350620068,9,0.00523560209424084,1.56422583914346e-05,0.0340204997133281,"LPAR1, FYN, PTK2, TPM1, EZR, FGD5","ANXA1, DLG1, SH3KBP1",3.46697318007663,10,0.0225,4.59114455171234e-05,0.0129170121260527,"LPAR1, FYN, PTK2, FGD5","ANXA1, CRK, DLG1, VEGFA, DLC1, EPB41L3, SH3KBP1, FGD4, SYNE3",1.58385092220872e-08,"common"
"57","GO:0008380","RNA splicing",NA,NA,NA,NA,NA,NA,NA,1.6130458344029,10,0.01,0.00282228934782771,0.0486034669683333,"FUS, SRSF7","SRSF4, SRPK2, PPARGC1A",0.00282228934782771,"B only"
"58","GO:0008543","fibroblast growth factor receptor signaling pathway",3.40052611800075,1,0.00505050505050505,0.0386635282408173,0.0386635282408173,"FGF7, FGF10, FGFR1","FGF2",4.00035366931919,5,0.005,0.0083973138839964,0.00937451484104381,"FGF7, FGF10, FGFR1, FLRT2","FGF8, FRS2",0.00293264537620672,"common"
"59","GO:0009410","response to xenobiotic stimulus",4.34109717191585,9,0.0050251256281407,0.0307960449809815,0.0370919473113597,"CTNNB1, TGFBR2","ADRA1A, ABCC6, BCL2, PTPRM, BCAR3, SEMA3C",4.25569539289275,2,0.005,0.000432206773008899,0.0307960449809815,"CTNNB1, NFATC2, TGFBR2","ADRA1A, ABCC6, BCL2, PTPRM, BCAR3, SEMA3C, USP47",0.000162744212748209,"common"
"60","GO:0010506","regulation of autophagy",3.71932544156332,3,0.0050251256281407,0.0102918298694943,0.0363722200412241,"IFI16, LRRK2","ITPR1, MAPT, UVRAG, USP33, DAPK2",3.75033156498674,10,0.01,0.00076948938151674,0.0257756153127651,"IFI16, LRRK2","ABL2, ITPR1, MAPT, UVRAG, USP33, DAPK2, ACER2",0.000100942849530898,"common"
"61","GO:0010507","negative regulation of autophagy",2.31854053500051,7,0.00510204081632653,0.0402201002981066,0.0498745578416134,"MCL1, STAT3","BCL2, STK38L",NA,NA,NA,NA,NA,NA,NA,0.0402201002981066,"A only"
"62","GO:0010575","positive regulation of vascular endothelial growth factor production",3.64342084071509,10,0.00503781533932288,0.0257963544490722,0.0312595773074336,"C3, RORA, STAT3, SULF1","",NA,NA,NA,NA,NA,NA,NA,0.0257963544490722,"A only"
"63","GO:0010629","negative regulation of gene expression",1.65775648252537,9,0.0101010101010101,0.00303932691629927,0.0467511142031571,"APP, CD34, IGF1, LRP1, SMAD3, STAT3, MYADM","MAPT, PC, PPARG, PICALM, YAP1, HAVCR2",2.30020335985853,10,0.025,0.00303932691629927,0.00593089736135085,"APP, CD34, IGF1, SMAD3, KLF4, MYADM","ATP2B4, BMPR1A, MAPT, MARK1, CD46, PC, PPARG, REST, VEGFA, PICALM, ROCK2, KDM4A, YAP1, CELF1, SLC24A3, NDFIP1, CCDC3",0.000116320904217377,"common"
"64","GO:0010634","positive regulation of epithelial cell migration",3.40052611800075,1,0.005,0.0462976974284302,0.0462976974284302,"DOCK1, FGF10, PTK2","ENPP2",NA,NA,NA,NA,NA,NA,NA,0.0462976974284302,"A only"
"65","GO:0010715","regulation of extracellular matrix disassembly",12.7519729425028,6,0.00508935508935509,0.020496126305066,0.0481682447444879,"LRP1, DDR2","",NA,NA,NA,NA,NA,NA,NA,0.020496126305066,"A only"
"66","GO:0010718","positive regulation of epithelial to mesenchymal transition",3.88103524337042,10,0.0284736206202175,0.00113216790535241,0.00130217653127837,"COL1A1, CTNNB1, SMAD3, PTK2, TGFBR2","TWIST1, FERMT2",3.9133894591166,10,0.045,6.81878012301465e-05,0.00332019470509436,"COL1A1, CTNNB1, SMAD3, PTK2, TGFBR2, WWTR1","TCF7L2, FERMT2, RGCC",1.34149474106694e-06,"common"
"67","GO:0010745","negative regulation of macrophage derived foam cell differentiation",10.2015783540023,10,0.00503781533932288,0.0030233898040012,0.00345324111843072,"","ABCA1, PPARA, PPARG, ADIPOQ",NA,NA,NA,NA,NA,NA,NA,0.0030233898040012,"A only"
"68","GO:0010763","positive regulation of fibroblast migration",9.56397970687711,10,0.00512820512820513,0.00669930903770497,0.0312638276325906,"DDR2, PTK2","ITGB1",7.50066312997347,7,0.005,0.00394767790055412,0.0224738636773196,"DDR2, PTK2","ITGB1",0.000305205095890368,"common"
"69","GO:0010863","positive regulation of phospholipase C activity",9.56397970687711,10,0.0404081632653061,0.000114139226595981,0.000495618132487923,"FGFR1, PDGFRA, PDGFRB","",7.50066312997347,10,0.0175,0.000712976931277989,0.00275885485352727,"FGFR1, PDGFRA","ABL2",1.40981593761564e-06,"common"
"70","GO:0010875","positive regulation of cholesterol efflux",6.37598647125141,7,0.00510204081632653,0.0193850813657934,0.0406347133870448,"LRP1, ABCA8","CAV1, PPARG, ADIPOQ, EEPD1",NA,NA,NA,NA,NA,NA,NA,0.0193850813657934,"A only"
"71","GO:0010881","regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion",8.50131529500188,10,0.00503781533932288,0.0220914620605511,0.024025540535411,"ANK2, CACNA1C, CAMK2D","DMD",10.000884173298,10,0.01,0.00039138148097895,0.0153857632577431,"ANK2, CACNA1C, CAMK2D","ATP1A2, DMD, PRKACA",0.000109446850520177,"common"
"72","GO:0014911","positive regulation of smooth muscle cell migration",10.9302625221453,2,0.00518190361122298,0.0484244816371686,0.0484244816371686,"IGF1, PDGFRB, NRP1","",NA,NA,NA,NA,NA,NA,NA,0.0484244816371685,"A only"
"73","GO:0014912","negative regulation of smooth muscle cell migration",9.56397970687711,6,0.00511512297226583,0.0283535722708546,0.0327902835911047,"IGFBP5, LRP1, SLIT2","",NA,NA,NA,NA,NA,NA,NA,0.0283535722708546,"A only"
"74","GO:0015810","aspartate transmembrane transport",10.2015783540023,5,0.00510204081632653,0.031173212595523,0.0438428992996086,"SLC25A12, SLC25A13","",NA,NA,NA,NA,NA,NA,NA,0.031173212595523,"A only"
"75","GO:0015813","L-glutamate transmembrane transport",5.46513126107264,4,0.01,0.0141675526645735,0.0158893908505237,"SLC25A12, SLC25A13","SLC1A3",NA,NA,NA,NA,NA,NA,NA,0.0141675526645735,"A only"
"76","GO:0016477","cell migration",3.4965087100411,10,0.0205128205128205,9.99774773509535e-05,0.0114131157300791,"CD44, CDH11, COL5A1, EMP2, FGFR1, LAMC1, PTK2, ASAP3","ITGB1, PTPRF, TGFBR3, ITGB1BP1, GPC6, USP33, SH3KBP1, LIMA1, ADAMTS12",3.06478708536551,10,0.07,1.44074996578373e-07,2.64870990450248e-05,"CD44, CDH11, COL5A1, FGFR1, LAMC1, NFATC2, PTK2, ASAP3","RHOA, ITGB1, PIK3CB, PTEN, PTPRF, TGFBR3, ITGB1BP1, USP33, SH3KBP1, LIMA1, ADAMTS12",3.73984830896846e-10,"common"
"77","GO:0016525","negative regulation of angiogenesis",3.55869012348916,9,0.0050251256281407,0.0286229010240028,0.0361456688570558,"CTNNB1, DCN, HSPG2, THBS2, SULF1, SPRED1","COL4A2, GTF2I, PDE3B, PPARG, PTPRM, SPARC",3.72125922727366,3,0.005,0.0122780771058104,0.0210843955589932,"CTNNB1, DCN, THBS2, KLF4, ADAMTS1, SULF1, SPRED1","ATP2B4, COL4A2, GTF2I, PDE3B, PPARG, PTPRM, SPARC, ROCK2, RGCC",0.00314656180104451,"common"
"78","GO:0017148","negative regulation of translation",NA,NA,NA,NA,NA,NA,NA,1.37943229976524,5,0.005,0.0240655101580676,0.0261547127796507,"DDX3X, IGFBP5","LARP1, LSM14A",0.0240655101580676,"B only"
"79","GO:0018105","peptidyl-serine phosphorylation",NA,NA,NA,NA,NA,NA,NA,2.78505635205766,10,0.025,0.000299907167782087,0.00682556752546461,"CAMK2D, PRKCA, HIPK3, LRRK2","PCK1, PRKACA, PRKCD, SRPK2, ROCK2, HIPK2, CAB39",0.000299907167782087,"B only"
"80","GO:0018107","peptidyl-threonine phosphorylation",NA,NA,NA,NA,NA,NA,NA,3.33362805776599,5,0.005,0.00577516573805488,0.00900748305498539,"CAMK2D, PRKCA, HIPK3, LRRK2","PRKCD, ROCK2, HIPK2",0.00577516573805488,"B only"
"81","GO:0018108","peptidyl-tyrosine phosphorylation",3.71932544156332,10,0.0430128205128205,2.93495199967013e-07,2.31561548433136e-05,"FGFR1, FYN, DDR2, PDGFRA, PDGFRB, PTK2","INSR",3.33362805776599,10,0.065,8.68687029020349e-10,7.06344836257406e-07,"EGFR, FGFR1, FYN, DDR2, PDGFRA, PTK2","ABL2, INSR",9.40924462551678e-15,"common"
"82","GO:0018149","peptide cross-linking",3.64342084071509,2,0.00508935508935509,0.00228872409289039,0.00228872409289039,"COL3A1, FN1","ANXA1",NA,NA,NA,NA,NA,NA,NA,0.00228872409289039,"A only"
"83","GO:0019221","cytokine-mediated signaling pathway",NA,NA,NA,NA,NA,NA,NA,2.04099677006081,2,0.005,0.000855101958191518,0.0438681734388162,"JAK1, LIFR","CBL, PRKACA, SOS1",0.000855101958191518,"B only"
"84","GO:0021612","facial nerve structural organization",NA,NA,NA,NA,NA,NA,NA,8.5721864342554,1,0.005,0.000228509769334633,0.000228509769334633,"","NRP2, SEMA3A, PLXNA4",0.000228509769334633,"B only"
