"ID","Term_Description","Fold_Enrichment","occurrence","support","lowest_p","highest_p","Up_regulated","Down_regulated","Cluster","Status"
"GO:0042059","negative regulation of epidermal growth factor receptor signaling pathway",7.83129471497807,10,0.025,4.48219434100734e-06,0.000197421133175386,"CBL, ITGA1, PTPN3, DAB2IP","EGFR, RNF115",14,"Representative"
"GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction",2.74095315024233,10,0.015,4.50571792859554e-06,4.96541579263678e-06,"PIK3CB, PTEN, TYRO3, GAB2","ZFP36L1, NF1",15,"Representative"
"GO:0048255","mRNA stabilization",3.84695178981379,10,0.0975,5.55971545261524e-06,0.000709471519802308,"THRAP3, LARP1","FUS, HNRNPU",16,"Representative"
"GO:0051893","regulation of focal adhesion assembly",6.96115085775829,10,0.04,9.6879760592457e-06,0.00202261101308461,"RHOA, EFNA5, VCL, ROCK2, LIMCH1, CORO1C","PTK2, PTPRA",17,"Representative"
"GO:0007179","transforming growth factor beta receptor signaling pathway",3.09235740027339,10,0.0225,1.65975590170358e-05,0.00315764536778798,"BMPR1A, ITGB1, TGFBR3, FERMT2","COL1A2, COL3A1, FOS, JUN, SMAD3, PTK2, TGFBR2",19,"Representative"
"GO:0045599","negative regulation of fat cell differentiation",4.98355118225878,10,0.0275,1.95022107912857e-05,0.00185348442482125,"FOXO1, ADIPOQ, YAP1, FERMT2","ZFP36L2, RUNX1T1, SMAD3, RORA, WWTR1",20,"Representative"
"GO:2000810","regulation of bicellular tight junction assembly",10.4417262866374,10,0.0375,2.2277281299891e-05,0.00247221518373698,"MYO1C, PRKACA, PRKCH, TJP1","",21,"Representative"
"GO:0061549","sympathetic ganglion development",8.12134266738467,10,0.005,2.35499426408841e-05,0.0016017496821703,"NRP2, NRP1, SEMA3A","CTNNB1",22,"Representative"
"GO:0045737","positive regulation of cyclin-dependent protein serine/threonine kinase activity",6.0910070005385,10,0.0125,3.01609936634117e-05,9.19398075588463e-05,"RGCC","CCND2, CCND3, EGFR",24,"Representative"
"GO:0071456","cellular response to hypoxia",3.41096392030156,9,0.01,6.46719114202944e-05,0.0382616775664108,"AK4, BNIP3L, PPARG, VEGFA, RGCC, HIPK2, UBQLN1, MALAT1","ZFP36L1, KCND2, LMNA, PTGIS, RORA, NDRG1",26,"Representative"
"GO:1903078","positive regulation of protein localization to plasma membrane",3.17791669593313,10,0.0275,8.33446849882686e-05,0.0248089252788315,"DLG1, ITGB1, KIF5B, PRKCH, SPTBN1, SORBS1","EGFR, PTPN9",27,"Representative"
"GO:0048013","ephrin receptor signaling pathway",3.45705802733266,10,0.005,0.000120315419773288,0.000200547211314308,"CRK, EFNA5, SIPA1L1, ARHGEF28","FYN, MMP2, PTK2",29,"Representative"
"GO:0006397","mRNA processing",2.81123400024854,10,0.025,0.000263763820801258,0.0066583891447729,"PRKACA, SRSF4, CELF1, PPARGC1A","HNRNPA2B1, SRSF7",31,"Representative"
"GO:0045667","regulation of osteoblast differentiation",9.13651050080776,10,0.035,0.000305878163512454,0.0045467445971469,"PRKACA, REST","DDX5, PTK2",32,"Representative"
"GO:0006897","endocytosis",4.67449374459932,10,0.015,0.000352834150873092,0.00373219025751935,"LDLR, SORT1, PICALM, TBC1D2B, HOOK2","APP, DNM1, DPYSL2, DENND1A, LRRK2, SCARA5",34,"Representative"
"GO:0070555","response to interleukin-1",3.80687937533656,10,0.01,0.000404469408222461,0.0074029969924427,"IRAK2","APP, IL1R1, PRKCA, HDAC4",36,"Representative"
"GO:0048041","focal adhesion assembly",5.48190630048465,10,0.0175,0.000404735118514255,0.00997359691679417,"ACTN1, BCR, DLC1, SORBS1, FERMT2","CDH11",37,"Representative"
"GO:0045444","fat cell differentiation",4.98355118225878,10,0.01,0.00040678313896059,0.0235854598374654,"AKT2, FOXO1, SMAD6, TCF7L2, OSBPL11, TMEM120B","NR4A1, NR4A2, NR4A3, KLF4, ZFPM2, PID1",38,"Representative"
"GO:0030509","BMP signaling pathway",3.39963181425405,10,0.015,0.000437227761484096,0.0143666589684892,"BMPR1A, SMAD6, PPARG, TGFBR3, SMURF1","ACVR2A, DDX5, HIVEP1",39,"Representative"
"GO:0097242","amyloid-beta clearance",7.02808500062135,10,0.015,0.000447329395881679,0.0190174866713365,"INSR, LDLR, MME","C3, IGF1R",40,"Representative"
"GO:0060070","canonical Wnt signaling pathway",3.57515628292477,10,0.03,0.000460282721165707,0.0175910149066933,"CAV1, LRP5, PTEN, TCF7L2, FZD4","CTNNB1, LRP6, NR4A2, LRRK2",41,"Representative"
"GO:0034097","response to cytokine",4.56825525040388,9,0.005,0.000472261377141019,0.0492612165485082,"BCL2","COL3A1, LIFR, MCL1, OSMR",42,"Representative"
"GO:0046718","symbiont entry into host cell",3.38389277807695,10,0.01,0.000546805313627628,0.0121184017548362,"INSR, NRP1, WWP2","AXL, EPS15",43,"Representative"
"GO:0046328","regulation of JNK cascade",6.5260789291484,10,0.015,0.00056714615027162,0.0253553493609644,"TGFBR3, MDFIC","EGFR, IGF1R, MAP4K4",44,"Representative"
"GO:0010629","negative regulation of gene expression",2.01003231017771,10,0.03,0.000591350159909463,0.00983869739049866,"BMPR1A, MAPT, MARK1, CD46, PC, PPARG, REST, VEGFA, PICALM, ROCK2, YAP1, CELF1, WWP2, SLC24A3, NDFIP1, CCDC3","APP, CD34, IGF1, SMAD3, KLF4, MYADM",46,"Representative"
"GO:0010881","regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion",9.13651050080776,9,0.01,0.000623438233990031,0.0380170568991952,"ATP1A2, DMD, PRKACA","ANK2, CACNA1C, CAMK2D",47,"Representative"
"GO:0032922","circadian regulation of gene expression",3.1505208623475,10,0.01,0.000689596066407289,0.00901084418047873,"CRY2, PPARA, NRIP1, PPARGC1A, LGR4","ZFHX3, EGR1, HNRNPU, RORA, NCOA2",48,"Representative"
"GO:0007185","cell surface receptor protein tyrosine phosphatase signaling pathway",10.9638126009693,10,0.015,0.000709165439129822,0.0301003960273091,"PTPRF, FRS2","PTPRD",50,"Representative"
"GO:0018105","peptidyl-serine phosphorylation",2.31304063311589,10,0.02,0.000766511544364862,0.0102544326218638,"PCK1, PRKACA, PRKCD, ROCK2, HIPK2","CAMK2D, PRKCA, RPS6KA3, HIPK3, LRRK2",52,"Representative"
"GO:1903243","negative regulation of cardiac muscle hypertrophy in response to stress",7.83129471497807,10,0.015,0.000770334616455217,0.0312833671770721,"FOXO1, PPARG","LMNA",53,"Representative"
"GO:0043149","stress fiber assembly",4.56825525040388,10,0.01,0.00112890609595791,0.0388533466833341,"RHOA, ITGB1, SORBS1","PDLIM1",54,"Representative"
"GO:0008360","regulation of cell shape",3.16732364028002,9,0.015,0.00131074153875382,0.0321754105978136,"ANXA1, CRK, DLG1, VEGFA, DLC1, WASF3, SH3KBP1, FGD4, SYNE3","LPAR1, FYN, PTK2, FGD5",57,"Representative"
"GO:1902894","negative regulation of miRNA transcription",3.97239586991641,10,0.01,0.00141008660120887,0.0235288872097671,"PPARA, PPARG, REST","SMAD3, NCOR2",58,"Representative"
"GO:0032332","positive regulation of chondrocyte differentiation",4.98355118225878,10,0.005,0.00191987091086432,0.0220623133489588,"SOX5, ZBTB16, SOX6","",64,"Representative"
"GO:0031053","primary miRNA processing",4.98355118225878,10,0.02,0.00267793425661967,0.0188191786468064,"","DDX5, HNRNPA2B1, SMAD3",65,"Representative"
"GO:0034446","substrate adhesion-dependent cell spreading",5.89452290374694,10,0.0125,0.00300792489658345,0.00561698579138929,"RHOA, TYRO3, FERMT2, PARVA","FER, FN1, LAMC1, SRGAP2, RADIL, ANTXR1",68,"Representative"
"GO:0070374","positive regulation of ERK1 and ERK2 cascade",2.11861113062209,10,0.01,0.00375468912531547,0.0152068120988527,"ADRA1A, ANGPT1, CD36, MAP2K1, NRP1, RAPGEF2, FERMT2, MTURN","APP, CD44, EGFR, IGF1, PDGFRA, PRKCA, RAP1A, BMPER",71,"Representative"
"GO:0001933","negative regulation of protein phosphorylation",3.49908912796893,9,0.01,0.00396407955929362,0.0370919473113597,"PTEN, CHP1, CORO1C","FBLN1, SLIT2, WWTR1, PID1, MYADM, LRRK2",72,"Representative"
"GO:0048660","regulation of smooth muscle cell proliferation",10.4417262866374,9,0.005,0.0040297353211359,0.0133522275706952,"TCF7L2","CTNNB1, ELN, NR4A3",73,"Representative"
"GO:0032801","receptor catabolic process",5.48190630048465,9,0.005,0.00589108088295875,0.00655449962921667,"UVRAG, SH3GLB1, SMURF1","",78,"Representative"
"GO:0043536","positive regulation of blood vessel endothelial cell migration",3.19777867528271,10,0.01,0.00727108844970815,0.0160111302839876,"ANGPT1, SP1, STAT5A, VEGFA","FGFR1, PRKCA, AKT3",79,"Representative"
"GO:0030042","actin filament depolymerization",6.85238287560582,9,0.005,0.00978293250864274,0.039388845697974,"MICAL3","GSN, DSTN",82,"Representative"
"GO:0016925","protein sumoylation",2.03033566684617,10,0.005,0.0104063453888115,0.0245003883287779,"EYA1, UBA2","HDAC4, HDAC7",83,"Representative"
"GO:0007031","peroxisome organization",3.42619143780291,9,0.005,0.0192845138879552,0.020480961110795,"PEX14, PEX11A, TMEM135","",90,"Representative"
"GO:0000226","microtubule cytoskeleton organization",2.45982975021747,10,0.005,0.0309893935663234,0.0380618749604366,"MAPT, MARK1, MID1, PHLDB2","EML1, FER, ATXN7",95,"Representative"
