"ID","Term_Description","Fold_Enrichment","occurrence","support","lowest_p","highest_p","Up_regulated","Down_regulated","Cluster","Status"
"GO:0000165","MAPK cascade",3.30307522968754,10,0.0175,0.000235861694281595,0.000253284813911823,"DUSP6, FGF13, MAP3K5, PTPN3, PABPN1, MAPKAPK2","FGFR1, MBP, MAP3K4, NF1, SETX, TAOK3, LRRK2",40,"Representative"
"GO:0030336","negative regulation of cell migration",2.99642368316482,10,0.01,0.00027237408770504,0.00821952629668358,"FOXO3, PTEN, ADIPOQ, MAGI2, DLC1, ZMYND8, SCAI, MIA3","JAG1, LDLRAD4, DPYSL3, IGFBP5, NEDD9, NF1, PTPRJ, ROBO1, TGFBR1, TPM1, RECK, SLIT2, SULF1, CLIC4, EMILIN2, PODN",41,"Representative"
"GO:0030032","lamellipodium assembly",3.94983121871726,10,0.01,0.000276136425609592,0.0299256618868679,"ITGB1, ARHGEF7, ARHGEF6","ABLIM1, CYFIP1, SPATA13",42,"Representative"
"GO:0045444","fat cell differentiation",2.96237341403795,10,0.005,0.000332351065704643,0.00152472604401875,"AKT2, FOXO1, SMAD6, TCF7L2","NR4A1, KLF4, ZFPM2, BBS9, PID1",46,"Representative"
"GO:0035329","hippo signaling",4.52584827144686,10,0.0075,0.000357426442910641,0.0467895834228878,"TEAD1, YAP1, SAV1","STK3, FAT4",47,"Representative"
"GO:0072584","caveolin-mediated endocytosis",8.68962868117798,10,0.015,0.000394953857795629,0.00795212030580287,"CAV1","MAPK1, PACSIN2",48,"Representative"
"GO:0048312","intracellular distribution of mitochondria",8.68962868117798,10,0.015,0.000743992994299046,0.000817026581530617,"MAPT, CLUH","LRRK2",51,"Representative"
"GO:0006897","endocytosis",4.04168775868743,10,0.0275,0.00080087445309643,0.00514875155409337,"SORT1, PICALM, TBC1D2B, HOOK2","APP, DNM1, DPYSL2, MYO1E, EEA1, DENND1A, LRRK2, SCARA5",53,"Representative"
"GO:0009410","response to xenobiotic stimulus",3.38957147138148,10,0.005,0.00133836878614388,0.0327419878782337,"ADRA1A, ABCC6, BCL2, PTPRM, BCAR3","AHR, CTNNB1, ABCC1, NPAS2, TGFBR2, SEMA3C",55,"Representative"
"GO:0048041","focal adhesion assembly",3.62067861715749,10,0.01,0.0014370474603239,0.00160796406206007,"ACTN1, DLC1, SORBS1, FERMT2","CTTN",56,"Representative"
"GO:0043525","positive regulation of neuron apoptotic process",2.41378574477166,10,0.005,0.00168869557984036,0.00644170671715325,"FOXO3","CTNNB1, NF1, SRPK2",57,"Representative"
"GO:2000810","regulation of bicellular tight junction assembly",8.27583683921712,10,0.01,0.00172731882839973,0.0258430479641736,"MYO1C, PRKACA, PRKCH, F11R","",58,"Representative"
"GO:0097062","dendritic spine maintenance",5.43101792573624,10,0.0175,0.00414113831940534,0.0045467445971469,"INSR","FYN, IGF1R",65,"Representative"
"GO:0006734","NADH metabolic process",8.68962868117798,10,0.01,0.00451040574337934,0.0386704649674465,"MDH1, ME1, PC","",66,"Representative"
"GO:0048660","regulation of smooth muscle cell proliferation",6.20687762941284,9,0.005,0.00491262123318338,0.00549941572811836,"TCF7L2","CTNNB1, ELN",68,"Representative"
"GO:0043065","positive regulation of apoptotic process",2.03981893924366,9,0.005,0.010109086590055,0.0467551669698889,"BCL6, BNIP3L, DUSP6, FOXO1, FOXO3, GPLD1, ITGB1, MAP3K5, REST, CRADD, ARHGEF7, NET1, UNC13B, MTCH2, TNFAIP8, AIFM2, ACVR1C, DAB2IP, ANO6","ABL1, ATM, CTNNB1, MCL1, NF1, RPS6, STK3, TSC22D1, SLIT2, ATG7, EMILIN2",78,"Representative"
"GO:0043268","positive regulation of potassium ion transport",6.20687762941284,9,0.005,0.0156684065549186,0.0381617998565315,"DLG1, FHL1","ANK2",85,"Representative"
"GO:0032332","positive regulation of chondrocyte differentiation",3.94983121871726,10,0.005,0.0317393999629315,0.0362834430292415,"SOX5, ZBTB16, SOX6","",93,"Representative"
"GO:0044027","negative regulation of gene expression via chromosomal CpG island methylation",2.63322081247817,10,0.005,0.0438746216747605,0.0480346546085315,"","DNMT1, DNMT3A",99,"Representative"
