"","ID","Term_Description","Fold_Enrichment_A","occurrence_A","support_A","lowest_p_A","highest_p_A","Up_regulated_A","Down_regulated_A","Fold_Enrichment_B","occurrence_B","support_B","lowest_p_B","highest_p_B","Up_regulated_B","Down_regulated_B","combined_p","status"
"12","GO:0003184","pulmonary valve morphogenesis",12.9698429079234,10,0.01,0.000678643693877324,0.0300839252409196,"JAG1, ROBO1, ADAMTS5","NFATC1, SLIT2",NA,NA,NA,NA,NA,NA,NA,0.000678643693877325,"A only"
"13","GO:0003222","ventricular trabecula myocardium morphogenesis",4.89971843188217,1,0.00510204081632653,0.0441780275946379,0.0441780275946379,"TGFBR1","",NA,NA,NA,NA,NA,NA,NA,0.0441780275946379,"A only"
"14","GO:0003223","ventricular compact myocardium morphogenesis",14.6991552956465,2,0.0075,0.0184270547524381,0.0184270547524381,"TGFBR1, TGFBR3","",NA,NA,NA,NA,NA,NA,NA,0.0184270547524381,"A only"
"15","GO:0003254","regulation of membrane depolarization",NA,NA,NA,NA,NA,NA,NA,19.614450867052,10,0.02,0.000107069243616461,0.0341390698984277,"CAMK2D","FHL1, NEDD4L",0.000107069243616461,"B only"
"16","GO:0005977","glycogen metabolic process",NA,NA,NA,NA,NA,NA,NA,14.0103220478943,1,0.00510204081632653,0.0433335550137124,0.0433335550137124,"","GBE1, PYGL, PRKAG2",0.0433335550137123,"B only"
"17","GO:0006357","regulation of transcription by RNA polymerase II",1.91728112551911,3,0.01,0.0186473299302055,0.0186473299302055,"ANXA4, ATP2B4, TRAK1","CAMK2D, FOXO3, FOS, JUN, PPARG",NA,NA,NA,NA,NA,NA,NA,0.0186473299302055,"A only"
"18","GO:0006396","RNA processing",3.52779727095517,5,0.005,0.0192845138879552,0.0280128570492302,"BICD1, NOVA1","HNRNPU, RBPMS",NA,NA,NA,NA,NA,NA,NA,0.0192845138879552,"A only"
"19","GO:0006468","protein phosphorylation",2.52888693258435,10,0.0175,9.95563956995035e-07,0.0138638189780177,"ADAM10, APP, CDK6, PRKCE, SRPK2, STK3, CDC42BPB, AAK1","CAMK2D, INSR, JAK1, MAP3K5, PRKG1, MAPK10, HIPK3, SIK2",2.10908073839269,10,0.005,3.23196584837201e-05,4.64479969004772e-05,"APP, CAMK2D, PRKG1, DCLK1, AKT3","INSR, IRAK2, LIPE, PRKCH, PKN2, MAPK10, STK38L, SIK2, DAPK2, SGK3, HIPK2, SNRK, FNIP2",8.09548669908855e-10,"common"
"20","GO:0006470","protein dephosphorylation",NA,NA,NA,NA,NA,NA,NA,2.89664886222287,1,0.005,0.000631561229513999,0.000631561229513999,"PPP3CA, PTPRD","PPM1B, PPP2R5A, PTPN14, PTPRM, PTPRS",0.000631561229513999,"B only"
"21","GO:0006607","NLS-bearing protein import into nucleus",7.34957764782326,3,0.005,0.0212594791281429,0.0275295935743081,"KPNA1","",NA,NA,NA,NA,NA,NA,NA,0.0212594791281429,"A only"
"22","GO:0006611","protein export from nucleus",NA,NA,NA,NA,NA,NA,NA,3.44113173106176,9,0.005,0.046824026212687,0.0493991398091281,"","CHP1, SMURF1",0.046824026212687,"B only"
"23","GO:0006635","fatty acid beta-oxidation",NA,NA,NA,NA,NA,NA,NA,7.26461143224149,2,0.005,0.000435632076680728,0.0133879799252441,"","ABCD2, DECR1, EHHADH, HADHB, HADH, ADIPOQ",0.000435632076680728,"B only"
"24","GO:0006641","triglyceride metabolic process",NA,NA,NA,NA,NA,NA,NA,7.00516102394715,1,0.005,0.0379550459143144,0.0379550459143144,"","CAV1, LPL, DGAT1",0.0379550459143144,"B only"
"25","GO:0006897","endocytosis",5.12761231243483,10,0.00539017341040462,0.00376540164449678,0.0147692671568943,"APP, DNM1, MYO1E, SCARA5","AMPH",3.80125016803334,9,0.005,0.0287341269434228,0.0287341269434228,"APP","SORT1, PICALM, TBC1D2B, HOOK2",0.00109619062995974,"common"
"26","GO:0006909","phagocytosis",NA,NA,NA,NA,NA,NA,NA,4.6701073492981,10,0.01,0.0066022728109497,0.0342527265832739,"LRP1","ANXA1, ITGB1, CORO1C",0.0066022728109497,"B only"
"27","GO:0006974","DNA damage response",NA,NA,NA,NA,NA,NA,NA,1.17804509712024,10,0.005,0.0170848802225956,0.0221576308896587,"","BCL2, FOXO1, MAPT, UBE2E2, YAP1, MACROD2, SHPRH, ACER2",0.0170848802225956,"B only"
"28","GO:0007010","cytoskeleton organization",4.89971843188217,10,0.0275,8.78618905771478e-07,0.000318756277850077,"DST, CAPZB, DIAPH1, TPM1, LIMD1, CDC42BPB, SIPA1L3, FGD5","",NA,NA,NA,NA,NA,NA,NA,8.78618905771478e-07,"A only"
"29","GO:0007015","actin filament organization",NA,NA,NA,NA,NA,NA,NA,3.1893416043987,7,0.01,0.0105292028035232,0.037673941613537,"GSN","ACTN1, DLG1, ARHGEF2",0.0105292028035232,"B only"
"30","GO:0007155","cell adhesion",3.8217803768681,8,0.0125,6.56882029606674e-06,0.00228162012608788,"CD44, COL5A1, ROBO1, TNXB, VCL, FERMT2, ITGA11","CDH11, LAMB1, LAMC1, PTPRK, CXCL12, CDON",3.05113680154143,3,0.005,0.000383655816268124,0.0304637972730578,"CDH11, LAMC1, CXCL12, TNXB, PPFIBP1, CDON","ITGB1, PTPRF, VCL, PXDN, AOC3, MAGI1, CD96, FERMT2",5.24167863364318e-08,"common"
"31","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules",3.89095287237702,8,0.005,0.0212516282805829,0.0241247717743819,"ROBO1, DSCAML1, SDK1","",NA,NA,NA,NA,NA,NA,NA,0.0212516282805829,"A only"
"32","GO:0007179","transforming growth factor beta receptor signaling pathway",5.4273804168541,9,0.01,0.000286143814979873,0.048473110808208,"COL1A2, PXN, TGFBR1, TGFBR3, FERMT2","FOS, JUN, PTPRK",3.52054246331703,1,0.005,0.0491251959632468,0.0491251959632468,"COL1A2, COL3A1, FOS, PTK2","ITGB1, TGFBR3, FERMT2",0.000171105845740903,"common"
"33","GO:0007185","cell surface receptor protein tyrosine phosphatase signaling pathway",NA,NA,NA,NA,NA,NA,NA,19.614450867052,7,0.005,0.00106442396705762,0.00607005009708382,"PTPRD","PTPRF, TRIO",0.00106442396705762,"B only"
"34","GO:0007219","Notch signaling pathway",7.34957764782326,1,0.00510204081632653,5.92686763863508e-09,5.92686763863508e-09,"ADAM10, JAG1","MAML3, MAML2",NA,NA,NA,NA,NA,NA,NA,5.92686763863508e-09,"A only"
"35","GO:0007229","integrin-mediated signaling pathway",4.81063264221159,6,0.00539017341040462,0.0132227438473347,0.0312226224219926,"FN1, PTPRA, FERMT2, ITGA11","FBLN1, NRP1",3.56626379400946,10,0.005,0.0030153034968159,0.0195827363991841,"COL3A1, FBLN1, PTK2","ITGB1, ITGB1BP1, FERMT2",0.00044375450431298,"common"
"36","GO:0007259","cell surface receptor signaling pathway via JAK-STAT",3.26647895458812,10,0.005,0.00422860296915725,0.00501747105745854,"","GHR, JAK1",NA,NA,NA,NA,NA,NA,NA,0.00422860296915725,"A only"
"37","GO:0007411","axon guidance",5.39968970044158,8,0.005,0.0261547127796507,0.0320173638725461,"GLI2, SEMA3C, CNTN4","SLIT3, SLIT2, SEMA3A",6.00442373481184,7,0.005,0.046579339044794,0.0494177702488498,"FYN, OPHN1, PTK2, SLIT3, SLIT2","SOS1, SEMA3A, SEMA3C, USP33",0.00939325062198054,"common"
"38","GO:0007611","learning or memory",3.77978279030911,8,0.01,0.00786197577940447,0.00942436554318417,"APP, NEDD9","PTEN",NA,NA,NA,NA,NA,NA,NA,0.00786197577940447,"A only"
"39","GO:0007612","learning",3.89095287237702,9,0.005,0.00386142110886973,0.0120191015828289,"APP","INSR, NTRK2",3.8459707582455,2,0.00511780104712042,0.00862085080752606,0.00862085080752606,"APP, FYN","FGF13, INSR",0.000376505299666867,"common"
"40","GO:0008045","motor neuron axon guidance",16.5365497076023,1,0.005,0.0453107956725529,0.0453107956725529,"","NRP1, SLIT2, SEMA3A",NA,NA,NA,NA,NA,NA,NA,0.0453107956725529,"A only"
"41","GO:0008286","insulin receptor signaling pathway",4.89971843188217,2,0.00544119381856789,0.012189419636337,0.012189419636337,"RHOQ","INSR, PDK4, NAMPT",8.17268786127168,10,0.0255890052356021,5.24919110189325e-06,7.27668226066032e-05,"IGF1R","AKT2, FOXO1, GPLD1, INSR, PDK4, BCAR3, IRS2, SORBS1",1.12386528845878e-06,"common"
"42","GO:0008360","regulation of cell shape",4.70372969460689,5,0.01,0.00149177428684033,0.0287243521651488,"DIAPH1, TPM1, LIMD1, EPB41L3, DNMBP, FGD5","DLC1, CDC42EP4",3.48701348747591,10,0.01,0.00019879156420037,0.0234279155041583,"LPAR1, FYN, PTK2","ANXA1, CRK, DLG1, SH3KBP1, F11R",4.75404010238711e-06,"common"
"43","GO:0008380","RNA splicing",2.13374834936804,2,0.00544119381856789,0.0190174866713365,0.0190174866713365,"NOVA1, SRPK2","MBNL1",NA,NA,NA,NA,NA,NA,NA,0.0190174866713365,"A only"
"44","GO:0009048","dosage compensation by inactivation of X chromosome",6.29963798384851,2,0.00544119381856789,0.0221079039464475,0.0221079039464475,"","HNRNPU",NA,NA,NA,NA,NA,NA,NA,0.0221079039464475,"A only"
"45","GO:0009267","cellular response to starvation",NA,NA,NA,NA,NA,NA,NA,2.7821916123478,1,0.005,0.0376641069385119,0.0376641069385119,"","FOXO1, PDK4, PPARA, USP33",0.0376641069385119,"B only"
"46","GO:0010506","regulation of autophagy",NA,NA,NA,NA,NA,NA,NA,4.08634393063584,1,0.005,0.00786960326901407,0.00786960326901407,"","ITPR1, MAPT, UVRAG, USP33, DAPK2, ACER2",0.00786960326901407,"B only"
"47","GO:0010629","negative regulation of gene expression",NA,NA,NA,NA,NA,NA,NA,1.79799132947977,10,0.015,7.44447890271679e-05,0.00817650759932763,"APP, CD34, LRP1, RBMS3","MAPT, PC, PPARG, PICALM, YAP1, WWP2, CCDC3",7.44447890271678e-05,"B only"
"48","GO:0010632","regulation of epithelial cell migration",14.6991552956465,1,0.005,0.0242936825748025,0.0242936825748025,"SASH1, CORO1C","",NA,NA,NA,NA,NA,NA,NA,0.0242936825748025,"A only"
"49","GO:0010718","positive regulation of epithelial to mesenchymal transition",NA,NA,NA,NA,NA,NA,NA,2.84267403870319,2,0.005,0.0175910149066933,0.020259773632922,"PTK2","TCF7L2, TWIST1, FERMT2",0.0175910149066933,"B only"
"50","GO:0010742","macrophage derived foam cell differentiation",7.34957764782326,2,0.005,0.0275295935743081,0.0309671406227959,"","PPARG",NA,NA,NA,NA,NA,NA,NA,0.0275295935743081,"A only"
"51","GO:0010745","negative regulation of macrophage derived foam cell differentiation",NA,NA,NA,NA,NA,NA,NA,13.0763005780347,10,0.005,0.000379270934187076,0.0012782419915092,"","ABCA1, PPARA, PPARG, ADIPOQ",0.000379270934187076,"B only"
"52","GO:0010756","positive regulation of plasminogen activation",7.34957764782326,1,0.005,0.0309671406227959,0.0309671406227959,"S100A10","",NA,NA,NA,NA,NA,NA,NA,0.0309671406227959,"A only"
"53","GO:0010763","positive regulation of fibroblast migration",NA,NA,NA,NA,NA,NA,NA,8.17268786127168,1,0.005,0.0453107956725529,0.0453107956725529,"PTK2","ITGB1",0.0453107956725529,"B only"
"54","GO:0010875","positive regulation of cholesterol efflux",NA,NA,NA,NA,NA,NA,NA,8.17268786127168,5,0.005,0.013887822651522,0.0149940978649563,"LRP1, ABCA8","CAV1, PPARG, ADIPOQ, EEPD1",0.013887822651522,"B only"
"55","GO:0010887","negative regulation of cholesterol storage",NA,NA,NA,NA,NA,NA,NA,10.8969171483622,1,0.005,0.000265665823274483,0.000265665823274483,"","ABCA1, PPARA, PPARG",0.000265665823274483,"B only"
"56","GO:0010891","negative regulation of sequestering of triglyceride",NA,NA,NA,NA,NA,NA,NA,21.7938342967245,7,0.005,0.0212594791281429,0.0424888832371448,"","PPARA, PPARG, ABHD5, PNPLA2",0.0212594791281429,"B only"
"57","GO:0015810","aspartate transmembrane transport",17.6389863547758,10,0.015,0.00891451353412165,0.0404739490023821,"","SLC25A12, SLC25A13",NA,NA,NA,NA,NA,NA,NA,0.00891451353412166,"A only"
"58","GO:0016477","cell migration",5.33437087342011,10,0.03,1.74784637800109e-05,0.00782691147948097,"RHOA, CD44, COL5A1, IGFBP6, PXN, TGFBR3, LIMD1, CDC42BPB, LIMA1, SPATA13","CDH11, LAMC1, PTEN, PTPRK, ADAMTS12",3.16362110758904,10,0.01,0.000536934724569902,0.00965616714017125,"CDH11, FGFR1, LAMC1, PTK2","ITGB1, PTPRF, TGFBR3, ITGB1BP1, USP33, SH3KBP1, LIMA1, ADAMTS12",1.82854972240537e-07,"common"
"59","GO:0018108","peptidyl-tyrosine phosphorylation",NA,NA,NA,NA,NA,NA,NA,3.4052866088632,10,0.01,1.64387525403143e-05,0.0118907997886962,"FGFR1, FYN, PDGFRA, PTK2","INSR",1.64387525403143e-05,"B only"
"60","GO:0019221","cytokine-mediated signaling pathway",3.59979313362772,6,0.005,0.011823934876157,0.0387967026840965,"IL6ST, PTPRJ","JAK1, LIFR",NA,NA,NA,NA,NA,NA,NA,0.011823934876157,"A only"
"61","GO:0019915","lipid storage",NA,NA,NA,NA,NA,NA,NA,17.8313189700473,2,0.005,0.00997148178049287,0.0104844633969281,"","CAV1, CD36, CIDEA, DGAT1, CIDEC, DGAT2",0.00997148178049288,"B only"
"62","GO:0021542","dentate gyrus development",18.8989139515455,10,0.015,0.0221079039464475,0.0385243938616893,"CDK6, TMEM108","PTEN",NA,NA,NA,NA,NA,NA,NA,0.0221079039464475,"A only"
"63","GO:0021612","facial nerve structural organization",12.599275967697,1,0.005,0.0339971231551207,0.0339971231551207,"","NRP1, SEMA3A",NA,NA,NA,NA,NA,NA,NA,0.0339971231551207,"A only"
"64","GO:0021637","trigeminal nerve structural organization",14.6991552956465,1,0.005,0.0242936825748025,0.0242936825748025,"","NRP1, SEMA3A",NA,NA,NA,NA,NA,NA,NA,0.0242936825748025,"A only"
"65","GO:0021785","branchiomotor neuron axon guidance",14.6991552956465,1,0.005,0.0242936825748025,0.0242936825748025,"","NRP1, SEMA3A",NA,NA,NA,NA,NA,NA,NA,0.0242936825748025,"A only"
"66","GO:0030032","lamellipodium assembly",NA,NA,NA,NA,NA,NA,NA,5.94377299001576,10,0.00505102040816327,0.00890408452394653,0.0209992438045263,"","ITGB1, ABLIM1, VCL, ARHGEF6",0.00890408452394653,"B only"
"67","GO:0030041","actin filament polymerization",4.40974658869396,2,0.00544119381856789,0.000447393938477278,0.000447393938477278,"DIAPH1","GSN",NA,NA,NA,NA,NA,NA,NA,0.000447393938477278,"A only"
"68","GO:0030100","regulation of endocytosis",4.89971843188217,1,0.005,0.000814021362187994,0.000814021362187994,"ABL2, STON2","",NA,NA,NA,NA,NA,NA,NA,0.000814021362187994,"A only"
"69","GO:0030177","positive regulation of Wnt signaling pathway",6.08240908785373,6,0.005,0.0316925734814836,0.0348317957433458,"KANK1, SULF1, DISC1, WLS","",NA,NA,NA,NA,NA,NA,NA,0.0316925734814836,"A only"
"70","GO:0030334","regulation of cell migration",4.59348602988954,4,0.00505102040816327,0.00673131307546205,0.0314459704268574,"RHOA, PLXNA2, SPATA13","LMNA, LDB2",3.4052866088632,3,0.005,0.0155000697706591,0.0180503767249839,"LMNA, LDB2","AKT2, LMO4, SGK3",0.00106087576956566,"common"
"71","GO:0030335","positive regulation of cell migration",2.24224402814947,5,0.005,0.0010197499610167,0.0351942385537242,"ADAM10, COL1A1, NEDD9, TGFBR1, FERMT2","IGF1, INSR, LAMB1, PPP3CA",2.21632213187028,10,0.0358246073298429,8.12513781371361e-07,6.0077962348428e-05,"IGF1R, PDGFRA, PPP3CA, PTK2","AKT2, CAV1, INSR, ITGB1, MYO1C, TWIST1, FERMT2, SH3RF2",1.81548718822205e-08,"common"
"72","GO:0030336","negative regulation of cell migration",8.74346306378974,10,0.04,1.6146460751219e-08,8.32303568412075e-06,"JAG1, DPYSL3, NEDD9, PTPRJ, ROBO1, TGFBR1, TGFBR3, TPM1, VCL, RECK, LIMCH1, KANK1, SULF1, EMILIN2","CDH11, FOXO3, MITF, PTEN, PTPRK, SLIT2, DLC1, NAV3, PODN",NA,NA,NA,NA,NA,NA,NA,1.6146460751219e-08,"A only"
"73","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway",NA,NA,NA,NA,NA,NA,NA,1.67644879205573,1,0.005,0.0025889752885916,0.0025889752885916,"","CIDEA, PPARA, PPARG, SMURF1",0.00258897528859159,"B only"
"74","GO:0030514","negative regulation of BMP signaling pathway",3.22664384538582,3,0.005,0.0330062460366727,0.037673941613537,"SMURF2, HTRA3","PPARG",3.98667700549838,10,0.005,0.0248498248632597,0.0394938952400436,"","PPARG, SORL1, HIPK2, CRIM1, SMURF1",0.00664850628917109,"common"
"75","GO:0031529","ruffle organization",8.81949317738791,1,0.00578034682080925,0.0400562320227467,0.0400562320227467,"TPM1, LIMA1","",NA,NA,NA,NA,NA,NA,NA,0.0400562320227467,"A only"
"76","GO:0032000","positive regulation of fatty acid beta-oxidation",NA,NA,NA,NA,NA,NA,NA,24.518063583815,10,0.01,0.00394767790055412,0.0453107956725529,"","AKT2, ABCD2, PPARA, TWIST1, IRS2, PLIN5",0.00394767790055412,"B only"
"77","GO:0032091","negative regulation of protein binding",NA,NA,NA,NA,NA,NA,NA,1.9614450867052,7,0.005,0.0280128570492302,0.0390138547997009,"","PEX14, ITGB1BP1, USP33",0.0280128570492302,"B only"
"78","GO:0032332","positive regulation of chondrocyte differentiation",NA,NA,NA,NA,NA,NA,NA,8.91565948502365,10,0.00505102040816327,0.000200422297245264,0.00191987091086432,"","SOX5, ZBTB16, SOX6",0.000200422297245265,"B only"
"79","GO:0032489","regulation of Cdc42 protein signal transduction",11.0243664717349,7,0.005,0.0453107956725529,0.0453107956725529,"ABCA1","NRP1",NA,NA,NA,NA,NA,NA,NA,0.0453107956725529,"A only"
"80","GO:0032801","receptor catabolic process",NA,NA,NA,NA,NA,NA,NA,6.53815028901734,5,0.005,0.000700762096176174,0.000781437752633833,"","UVRAG, SMURF1",0.000700762096176174,"B only"
"81","GO:0032869","cellular response to insulin stimulus",4.81063264221159,3,0.005,0.00155372806963797,0.0167999532418565,"RHOQ","ZFP36L1, INSR, PDE3B, PPARG, TBC1D4",6.53815028901734,10,0.0275,6.8820222705281e-07,6.43159787839348e-05,"","AKT2, FOXO1, GPLD1, INSR, PCK1, PDE3B, PPARG, IRS2, ADIPOQ, SORBS1, SLC25A33",2.31566091883814e-08,"common"
"82","GO:0032922","circadian regulation of gene expression",3.04120454392687,8,0.005,0.030254766358788,0.030254766358788,"","HNRNPU, RORA, NAMPT, MYCBP2",NA,NA,NA,NA,NA,NA,NA,0.030254766358788,"A only"
"83","GO:0032956","regulation of actin cytoskeleton organization",4.00886053517632,2,0.005,0.0447138093295334,0.0447138093295334,"ABL2, RHOA, NEDD9, RALA, CORO2B","DLC1",NA,NA,NA,NA,NA,NA,NA,0.0447138093295334,"A only"
"84","GO:0032964","collagen biosynthetic process",12.599275967697,5,0.005,0.0257887531404568,0.0257887531404568,"COL1A1, COL5A1","",NA,NA,NA,NA,NA,NA,NA,0.0257887531404568,"A only"
"85","GO:0033173","calcineurin-NFAT signaling cascade",12.599275967697,10,0.005,0.0484244816371686,0.0484244816371686,"","NFATC1, PPP3CA",9.3402146985962,5,0.005,0.0385243938616893,0.0433335550137124,"PPP3CA","PPP3R1",0.0135888734955263,"common"
"86","GO:0033622","integrin activation",14.6991552956465,3,0.005,0.0320544325969555,0.0378746952455153,"FN1, FERMT2","CXCL12",NA,NA,NA,NA,NA,NA,NA,0.0320544325969555,"A only"
"87","GO:0033962","P-body assembly",11.0243664717349,6,0.00505102040816327,0.0249385751968891,0.0453107956725529,"DYNC1H1, LIMD1","",NA,NA,NA,NA,NA,NA,NA,0.0249385751968891,"A only"
"88","GO:0034329","cell junction assembly",11.0243664717349,4,0.005,0.0453107956725529,0.0453107956725529,"RHOA, MYO9A","",NA,NA,NA,NA,NA,NA,NA,0.0453107956725529,"A only"
"89","GO:0034394","protein localization to cell surface",12.8617608836907,1,0.005,0.000751064631616986,0.000751064631616986,"VCL","ANGPT1, ANK2, FGF7, FGF10, PTPRK, FBLN5",NA,NA,NA,NA,NA,NA,NA,0.000751064631616986,"A only"
"90","GO:0034446","substrate adhesion-dependent cell spreading",11.3799911966296,10,0.035,2.75167671729586e-06,3.22301229084611e-06,"RHOA, FN1, FERMT2, SRGAP2, RADIL, ANTXR1","LAMB1, LAMC1",NA,NA,NA,NA,NA,NA,NA,2.75167671729586e-06,"A only"
"91","GO:0034614","cellular response to reactive oxygen species",5.24969831987376,10,0.015,4.77317717248118e-05,0.0195363719385766,"PXN, TPM1","FOS, JUN, PTPRK",3.11340489953207,1,0.005,0.0333221485997787,0.0333221485997787,"FOS, PDGFRA","MAPT, PEX14",2.28263368387532e-05,"common"
"92","GO:0034765","regulation of monoatomic ion transmembrane transport",NA,NA,NA,NA,NA,NA,NA,13.0763005780347,10,0.0178534031413613,0.0141784181888809,0.0341390698984277,"","WWP2, NEDD4L",0.0141784181888809,"B only"
"93","GO:0035278","miRNA-mediated gene silencing by inhibition of translation",1.44581855367015,4,0.00505102040816327,0.0229962853812259,0.0229962853812259,"LIMD1","ZFP36",NA,NA,NA,NA,NA,NA,NA,0.0229962853812259,"A only"
"94","GO:0035329","hippo signaling",NA,NA,NA,NA,NA,NA,NA,6.12951589595376,3,0.005,0.00402925209315936,0.00402925209315936,"FAT4","TEAD1, YAP1",0.00402925209315936,"B only"
"95","GO:0035385","Roundabout signaling pathway",44.0974658869396,10,0.025,3.62386408940005e-05,0.0162024733837104,"RHOA, MYO9B, ROBO1","SLIT3, SLIT2",NA,NA,NA,NA,NA,NA,NA,3.62386408940004e-05,"A only"
"96","GO:0035556","intracellular signal transduction",2.38364680469944,8,0.005,0.0218475291925906,0.0218475291925906,"SRPK2, STK3, TGFBR1, TGFBR3, PLCE1","NFATC1, PRKAR2B, SIK2",NA,NA,NA,NA,NA,NA,NA,0.0218475291925906,"A only"
"97","GO:0035767","endothelial cell chemotaxis",12.599275967697,5,0.005,0.0339971231551207,0.0339971231551207,"","NR4A1, NRP1",NA,NA,NA,NA,NA,NA,NA,0.0339971231551207,"A only"
"98","GO:0035771","interleukin-4-mediated signaling pathway",14.6991552956465,3,0.005,0.0184270547524381,0.0212594791281429,"IL4R","JAK1",NA,NA,NA,NA,NA,NA,NA,0.0184270547524381,"A only"
"99","GO:0035865","cellular response to potassium ion",5.51218323586745,8,0.005,0.0294676491975955,0.0294676491975955,"","DLG2",NA,NA,NA,NA,NA,NA,NA,0.0294676491975955,"A only"
"100","GO:0035987","endodermal cell differentiation",6.53295790917623,8,0.01,0.0133879799252441,0.0279381071291693,"COL12A1, FN1","COL4A2, LAMB1",NA,NA,NA,NA,NA,NA,NA,0.0133879799252441,"A only"
"101","GO:0035994","response to muscle stretch",9.79943686376435,4,0.005,0.0441780275946379,0.0441780275946379,"","DMD, GSN",NA,NA,NA,NA,NA,NA,NA,0.0441780275946379,"A only"
"102","GO:0035999","tetrahydrofolate interconversion",NA,NA,NA,NA,NA,NA,NA,16.3453757225434,9,0.005,0.0384468569224745,0.0467322597277531,"","MTHFD1, SHMT1, MTHFS",0.0384468569224745,"B only"
"103","GO:0038113","interleukin-9-mediated signaling pathway",6.29963798384851,10,0.005,0.0385243938616893,0.0484244816371686,"","JAK1",NA,NA,NA,NA,NA,NA,NA,0.0385243938616893,"A only"
"104","GO:0038154","interleukin-11-mediated signaling pathway",17.6389863547758,10,0.005,1.46158627185243e-05,1.73551854421061e-05,"IL6ST","JAK1",NA,NA,NA,NA,NA,NA,NA,1.46158627185243e-05,"A only"
"105","GO:0039536","negative regulation of RIG-I signaling pathway",NA,NA,NA,NA,NA,NA,NA,10.8969171483622,1,0.00510204081632653,0.0309671406227959,0.0309671406227959,"","RNF125, NPLOC4",0.0309671406227959,"B only"
"106","GO:0040014","regulation of multicellular organism growth",12.599275967697,4,0.00505102040816327,0.0187094454260757,0.0484244816371686,"APP","GHR",14.0103220478943,5,0.005,0.0433335550137124,0.0433335550137124,"APP","GHR, STAT5A",0.00658128142177828,"common"
"107","GO:0042060","wound healing",7.15094041409831,10,0.01,0.0155799791470437,0.0443700631441562,"TGFBR1, TPM1, DCBLD2","FGF10, IGF1, PPP3CA",NA,NA,NA,NA,NA,NA,NA,0.0155799791470437,"A only"
"108","GO:0042391","regulation of membrane potential",NA,NA,NA,NA,NA,NA,NA,3.73608587943848,9,0.005,0.00648144227072647,0.00648144227072647,"","DLG1, SLC4A4, WWP2, NEDD4L",0.00648144227072647,"B only"
"109","GO:0042407","cristae formation",NA,NA,NA,NA,NA,NA,NA,4.08634393063584,2,0.00511780104712042,0.0453107956725529,0.0453107956725529,"","CHCHD3",0.0453107956725529,"B only"
